device_id,employee_id,punch_time,verify_mode
F23,25,2006-07-05 03:44:40,Fingerprint
F23,25,2006-07-05 11:07:40,Fingerprint
F23,24,2006-07-05 02:56:40,Fingerprint
F23,24,2006-07-05 11:17:40,Fingerprint
F23,23,2006-07-05 02:58:40,Fingerprint
F23,23,2006-07-05 11:04:39,Fingerprint
F23,24,2006-07-05 02:49:39,Fingerprint
F23,24,2006-07-05 10:08:40,Fingerprint
F23,25,2006-07-05 02:53:39,Fingerprint
F23,25,2006-07-05 11:00:40,Fingerprint
F23,23,2006-07-06 02:56:40,Fingerprint
F23,23,2006-07-06 11:18:40,Fingerprint
F23,24,2006-07-06 02:55:40,Fingerprint
F23,24,2006-07-06 11:11:40,Fingerprint
F23,25,2006-07-06 03:02:40,Fingerprint
F23,25,2006-07-06 07:04:40,Fingerprint
F23,25,2006-07-06 02:51:39,Fingerprint
F23,25,2006-07-06 11:13:40,Fingerprint
F23,24,2006-07-06 03:27:39,Fingerprint
F23,24,2006-07-06 11:14:40,Fingerprint
F23,23,2006-07-06 02:49:39,Fingerprint
F23,23,2006-07-06 11:18:40,Fingerprint
F23,24,2006-07-06 03:16:40,Fingerprint
F23,24,2006-07-06 07:24:40,Fingerprint
F23,25,2006-07-06 03:25:40,Fingerprint
F23,25,2006-07-06 11:09:40,Fingerprint
F23,23,2006-07-08 02:58:40,Fingerprint
F23,23,2006-07-08 11:15:40,Fingerprint
F23,24,2006-07-08 02:50:40,Fingerprint
F23,24,2006-07-08 11:02:40,Fingerprint
F23,25,2006-07-08 02:54:40,Fingerprint
F23,25,2006-07-08 11:15:40,Fingerprint
F23,23,2006-07-08 03:13:39,Fingerprint
F23,23,2006-07-08 07:19:39,Fingerprint
F23,25,2006-07-08 02:50:40,Fingerprint
F23,25,2006-07-08 11:05:40,Fingerprint
F23,24,2006-07-08 02:53:39,Fingerprint
F23,24,2006-07-08 11:08:39,Fingerprint
F23,23,2006-07-08 03:35:40,Fingerprint
F23,23,2006-07-08 11:05:40,Fingerprint
F23,24,2006-07-08 03:49:39,Fingerprint
F23,24,2006-07-08 11:10:40,Fingerprint
F23,25,2006-07-08 02:51:39,Fingerprint
F23,25,2006-07-08 11:15:40,Fingerprint
F23,23,2006-07-09 02:56:40,Fingerprint
F23,23,2006-07-09 11:02:40,Fingerprint
F23,24,2006-07-09 02:58:40,Fingerprint
F23,24,2006-07-09 11:03:40,Fingerprint
F23,25,2006-07-09 02:49:39,Fingerprint
F23,25,2006-07-09 11:01:40,Fingerprint
F23,23,2006-07-09 02:53:39,Fingerprint
F23,23,2006-07-09 11:18:40,Fingerprint
F23,25,2006-07-09 03:03:40,Fingerprint
F23,25,2006-07-09 07:22:40,Fingerprint
F23,24,2006-07-09 02:50:40,Fingerprint
F23,24,2006-07-09 11:12:39,Fingerprint
F23,23,2006-07-09 03:52:40,Fingerprint
F23,23,2006-07-09 11:09:40,Fingerprint
F23,25,2006-07-09 02:58:40,Fingerprint
F23,25,2006-07-09 10:59:40,Fingerprint
F23,23,2006-07-10 02:52:40,Fingerprint
F23,23,2006-07-10 11:18:40,Fingerprint
F23,24,2006-07-10 02:50:40,Fingerprint
F23,24,2006-07-10 11:02:40,Fingerprint
F23,25,2006-07-10 02:52:40,Fingerprint
F23,25,2006-07-10 11:19:39,Fingerprint
F23,23,2006-07-10 02:53:39,Fingerprint
F23,23,2006-07-10 11:02:40,Fingerprint
F23,25,2006-07-10 02:54:40,Fingerprint
F23,25,2006-07-10 11:03:40,Fingerprint
F23,24,2006-07-10 02:49:39,Fingerprint
F23,24,2006-07-10 10:32:40,Fingerprint
F23,23,2006-07-10 02:54:40,Fingerprint
F23,23,2006-07-10 11:12:39,Fingerprint
F23,24,2006-07-10 02:57:39,Fingerprint
F23,24,2006-07-10 11:02:40,Fingerprint
F23,23,2006-07-11 03:00:40,Fingerprint
F23,23,2006-07-11 07:01:40,Fingerprint
F23,24,2006-07-11 02:58:40,Fingerprint
F23,24,2006-07-11 10:05:39,Fingerprint
F23,25,2006-07-11 03:53:39,Fingerprint
F23,25,2006-07-11 11:10:40,Fingerprint
F23,23,2006-07-11 02:57:39,Fingerprint
F23,23,2006-07-11 11:09:40,Fingerprint
F23,25,2006-07-11 02:56:40,Fingerprint
F23,25,2006-07-11 11:05:40,Fingerprint
F23,24,2006-07-11 03:23:40,Fingerprint
F23,24,2006-07-11 11:05:40,Fingerprint
F23,23,2006-07-11 02:52:40,Fingerprint
F23,23,2006-07-11 11:19:39,Fingerprint
F23,24,2006-07-11 02:50:40,Fingerprint
F23,24,2006-07-11 11:06:39,Fingerprint
F23,25,2006-07-11 02:52:40,Fingerprint
F23,25,2006-07-11 11:08:39,Fingerprint
F23,23,2006-07-12 02:56:40,Fingerprint
F23,23,2006-07-12 11:09:40,Fingerprint
F23,23,2006-07-12 03:25:40,Fingerprint
F23,23,2006-07-12 11:05:40,Fingerprint
F23,25,2006-07-12 02:56:40,Fingerprint
F23,25,2006-07-12 10:31:40,Fingerprint
F23,23,2006-07-12 02:56:40,Fingerprint
F23,23,2006-07-12 11:18:40,Fingerprint
F23,25,2006-07-12 02:54:40,Fingerprint
F23,25,2006-07-12 11:18:40,Fingerprint
F23,23,2006-07-13 02:53:39,Fingerprint
F23,23,2006-07-13 11:17:40,Fingerprint
F23,25,2006-07-13 02:49:39,Fingerprint
F23,25,2006-07-13 11:00:40,Fingerprint
F23,23,2006-07-13 02:55:40,Fingerprint
F23,23,2006-07-13 11:12:39,Fingerprint
F23,23,2006-07-13 02:52:40,Fingerprint
F23,23,2006-07-13 11:13:40,Fingerprint
F23,25,2006-07-13 03:53:39,Fingerprint
F23,25,2006-07-13 11:10:40,Fingerprint
F23,23,2006-07-15 02:50:40,Fingerprint
F23,23,2006-07-15 10:59:40,Fingerprint
F23,25,2006-07-15 02:57:39,Fingerprint
F23,25,2006-07-15 11:16:40,Fingerprint
F23,23,2006-07-15 02:57:39,Fingerprint
F23,23,2006-07-15 11:17:40,Fingerprint
F23,25,2006-07-15 03:21:40,Fingerprint
F23,25,2006-07-15 11:12:39,Fingerprint
F23,25,2006-07-15 02:52:40,Fingerprint
F23,25,2006-07-15 11:01:40,Fingerprint
F23,23,2006-07-16 02:55:40,Fingerprint
F23,23,2006-07-16 11:18:40,Fingerprint
F23,24,2006-07-16 02:54:40,Fingerprint
F23,24,2006-07-16 11:01:40,Fingerprint
F23,23,2006-07-16 02:52:40,Fingerprint
F23,23,2006-07-16 11:11:40,Fingerprint
F23,25,2006-07-16 03:15:40,Fingerprint
F23,25,2006-07-16 07:16:40,Fingerprint
F23,24,2006-07-16 02:51:39,Fingerprint
F23,24,2006-07-16 10:03:39,Fingerprint
F23,23,2006-07-16 02:49:39,Fingerprint
F23,23,2006-07-16 11:01:40,Fingerprint
F23,24,2006-07-16 02:56:40,Fingerprint
F23,24,2006-07-16 11:19:39,Fingerprint
F23,25,2006-07-16 03:19:40,Fingerprint
F23,25,2006-07-16 11:10:40,Fingerprint
F23,23,2006-07-17 02:58:40,Fingerprint
F23,23,2006-07-17 11:04:39,Fingerprint
F23,24,2006-07-17 03:03:40,Fingerprint
F23,24,2006-07-17 07:23:39,Fingerprint
F23,25,2006-07-17 02:57:39,Fingerprint
F23,25,2006-07-17 11:16:40,Fingerprint
F23,23,2006-07-17 02:55:40,Fingerprint
F23,23,2006-07-17 10:59:40,Fingerprint
F23,23,2006-07-17 02:49:39,Fingerprint
F23,23,2006-07-17 11:19:39,Fingerprint
F23,24,2006-07-17 02:55:40,Fingerprint
F23,24,2006-07-17 11:02:40,Fingerprint
F23,25,2006-07-17 03:21:40,Fingerprint
F23,25,2006-07-17 11:14:40,Fingerprint
F23,23,2006-07-18 02:55:40,Fingerprint
F23,23,2006-07-18 11:06:39,Fingerprint
F23,24,2006-07-18 02:58:40,Fingerprint
F23,24,2006-07-18 10:41:40,Fingerprint
F23,25,2006-07-18 02:58:40,Fingerprint
F23,25,2006-07-18 11:00:40,Fingerprint
F23,23,2006-07-18 03:44:40,Fingerprint
F23,23,2006-07-18 11:09:40,Fingerprint
F23,25,2006-07-18 02:55:40,Fingerprint
F23,25,2006-07-18 11:09:40,Fingerprint
F23,24,2006-07-18 03:18:39,Fingerprint
F23,24,2006-07-18 07:21:39,Fingerprint
F23,23,2006-07-18 02:52:40,Fingerprint
F23,23,2006-07-18 10:19:39,Fingerprint
F23,24,2006-07-18 02:56:40,Fingerprint
F23,24,2006-07-18 11:13:40,Fingerprint
F23,25,2006-07-18 02:54:40,Fingerprint
F23,25,2006-07-18 11:15:40,Fingerprint
F23,23,2006-07-19 02:56:40,Fingerprint
F23,23,2006-07-19 11:08:39,Fingerprint
F23,24,2006-07-19 02:52:40,Fingerprint
F23,24,2006-07-19 10:12:39,Fingerprint
F23,25,2006-07-19 02:51:39,Fingerprint
F23,25,2006-07-19 11:12:39,Fingerprint
F23,25,2006-07-19 02:51:39,Fingerprint
F23,25,2006-07-19 10:30:40,Fingerprint
F23,24,2006-07-19 02:53:39,Fingerprint
F23,24,2006-07-19 11:19:39,Fingerprint
F23,23,2006-07-19 02:49:39,Fingerprint
F23,23,2006-07-19 11:15:40,Fingerprint
F23,24,2006-07-19 02:57:39,Fingerprint
F23,24,2006-07-19 10:09:40,Fingerprint
F23,25,2006-07-19 02:51:39,Fingerprint
F23,25,2006-07-19 10:19:39,Fingerprint
F23,23,2006-07-20 02:58:40,Fingerprint
F23,23,2006-07-20 11:04:39,Fingerprint
F23,24,2006-07-20 03:36:39,Fingerprint
F23,24,2006-07-20 11:10:40,Fingerprint
F23,25,2006-07-20 02:50:40,Fingerprint
F23,25,2006-07-20 11:14:40,Fingerprint
F23,23,2006-07-20 02:50:40,Fingerprint
F23,23,2006-07-20 11:03:40,Fingerprint
F23,25,2006-07-20 02:53:39,Fingerprint
F23,25,2006-07-20 10:33:40,Fingerprint
F23,24,2006-07-20 02:54:40,Fingerprint
F23,24,2006-07-20 10:05:39,Fingerprint
F23,25,2006-07-20 03:29:40,Fingerprint
F23,25,2006-07-20 11:09:40,Fingerprint
F23,23,2006-07-22 02:51:39,Fingerprint
F23,23,2006-07-22 11:10:40,Fingerprint
F23,24,2006-07-22 03:50:40,Fingerprint
F23,24,2006-07-22 11:08:39,Fingerprint
F23,25,2006-07-22 02:57:39,Fingerprint
F23,25,2006-07-22 10:11:40,Fingerprint
F23,23,2006-07-22 03:19:40,Fingerprint
F23,23,2006-07-22 07:19:39,Fingerprint
F23,24,2006-07-22 03:07:40,Fingerprint
F23,24,2006-07-22 07:21:39,Fingerprint
F23,23,2006-07-22 02:58:40,Fingerprint
F23,23,2006-07-22 11:14:40,Fingerprint
F23,24,2006-07-22 02:56:40,Fingerprint
F23,24,2006-07-22 11:18:40,Fingerprint
F23,25,2006-07-22 03:44:40,Fingerprint
F23,25,2006-07-22 11:00:40,Fingerprint
F23,23,2006-07-23 02:53:39,Fingerprint
F23,23,2006-07-23 11:04:39,Fingerprint
F23,25,2006-07-23 02:55:40,Fingerprint
F23,25,2006-07-23 11:19:39,Fingerprint
F23,23,2006-07-23 02:57:39,Fingerprint
F23,23,2006-07-23 10:03:39,Fingerprint
F23,25,2006-07-23 02:51:39,Fingerprint
F23,25,2006-07-23 11:17:40,Fingerprint
F23,24,2006-07-23 02:51:39,Fingerprint
F23,24,2006-07-23 10:32:40,Fingerprint
F23,23,2006-07-23 02:57:39,Fingerprint
F23,23,2006-07-23 11:17:40,Fingerprint
F23,25,2006-07-23 02:54:40,Fingerprint
F23,25,2006-07-23 11:04:39,Fingerprint
F23,23,2006-07-24 02:54:40,Fingerprint
F23,23,2006-07-24 11:17:40,Fingerprint
F23,24,2006-07-24 02:51:39,Fingerprint
F23,24,2006-07-24 11:17:40,Fingerprint
F23,25,2006-07-24 02:54:40,Fingerprint
F23,25,2006-07-24 11:02:40,Fingerprint
F23,23,2006-07-24 02:50:40,Fingerprint
F23,23,2006-07-24 11:11:40,Fingerprint
F23,25,2006-07-24 02:56:40,Fingerprint
F23,25,2006-07-24 10:59:40,Fingerprint
F23,23,2006-07-24 03:03:40,Fingerprint
F23,23,2006-07-24 07:16:40,Fingerprint
F23,24,2006-07-24 02:58:40,Fingerprint
F23,24,2006-07-24 11:13:40,Fingerprint
F23,25,2006-07-24 03:25:40,Fingerprint
F23,25,2006-07-24 11:05:40,Fingerprint
F23,23,2006-07-25 02:53:39,Fingerprint
F23,23,2006-07-25 11:17:40,Fingerprint
F23,24,2006-07-25 02:58:40,Fingerprint
F23,24,2006-07-25 11:15:40,Fingerprint
F23,25,2006-07-25 02:58:40,Fingerprint
F23,25,2006-07-25 11:12:39,Fingerprint
F23,23,2006-07-25 02:49:39,Fingerprint
F23,23,2006-07-25 11:12:39,Fingerprint
F23,25,2006-07-25 02:58:40,Fingerprint
F23,25,2006-07-25 11:11:40,Fingerprint
F23,23,2006-07-25 02:54:40,Fingerprint
F23,23,2006-07-25 11:09:40,Fingerprint
F23,24,2006-07-25 02:49:39,Fingerprint
F23,24,2006-07-25 11:01:40,Fingerprint
F23,25,2006-07-25 03:43:40,Fingerprint
F23,25,2006-07-25 11:02:40,Fingerprint
F23,23,2006-07-26 02:50:40,Fingerprint
F23,23,2006-07-26 11:17:40,Fingerprint
F23,24,2006-07-26 02:56:40,Fingerprint
F23,24,2006-07-26 11:13:40,Fingerprint
F23,25,2006-07-26 03:18:39,Fingerprint
F23,25,2006-07-26 07:24:40,Fingerprint
F23,23,2006-07-26 02:55:40,Fingerprint
F23,23,2006-07-26 11:08:39,Fingerprint
F23,25,2006-07-26 02:57:39,Fingerprint
F23,25,2006-07-26 11:07:40,Fingerprint
F23,24,2006-07-26 02:50:40,Fingerprint
F23,24,2006-07-26 11:07:40,Fingerprint
F23,23,2006-07-26 02:51:39,Fingerprint
F23,23,2006-07-26 11:11:40,Fingerprint
F23,25,2006-07-26 02:58:40,Fingerprint
F23,25,2006-07-26 11:17:40,Fingerprint
F23,24,2006-07-27 02:49:39,Fingerprint
F23,24,2006-07-27 10:59:40,Fingerprint
F23,25,2006-07-27 02:56:40,Fingerprint
F23,25,2006-07-27 11:15:40,Fingerprint
F23,23,2006-07-27 02:57:39,Fingerprint
F23,23,2006-07-27 11:12:39,Fingerprint
F23,25,2006-07-27 02:52:40,Fingerprint
F23,25,2006-07-27 11:10:40,Fingerprint
F23,24,2006-07-27 02:57:39,Fingerprint
F23,24,2006-07-27 11:05:40,Fingerprint
F23,23,2006-07-27 02:52:40,Fingerprint
F23,23,2006-07-27 11:04:39,Fingerprint
F23,24,2006-07-27 02:57:39,Fingerprint
F23,24,2006-07-27 11:00:40,Fingerprint
F23,25,2006-07-27 02:50:40,Fingerprint
F23,25,2006-07-27 11:01:40,Fingerprint
F23,23,2006-07-29 03:49:39,Fingerprint
F23,23,2006-07-29 11:04:39,Fingerprint
F23,24,2006-07-29 02:53:39,Fingerprint
F23,24,2006-07-29 11:11:40,Fingerprint
F23,25,2006-07-29 03:19:40,Fingerprint
F23,25,2006-07-29 07:13:40,Fingerprint
F23,23,2006-07-29 02:53:39,Fingerprint
F23,23,2006-07-29 11:04:39,Fingerprint
F23,25,2006-07-29 02:56:40,Fingerprint
F23,25,2006-07-29 10:59:40,Fingerprint
F23,24,2006-07-29 02:56:40,Fingerprint
F23,24,2006-07-29 11:07:40,Fingerprint
F23,23,2006-07-29 03:35:40,Fingerprint
F23,23,2006-07-29 11:13:40,Fingerprint
F23,24,2006-07-29 02:54:40,Fingerprint
F23,24,2006-07-29 11:15:40,Fingerprint
F23,25,2006-07-29 02:49:39,Fingerprint
F23,25,2006-07-29 11:16:40,Fingerprint
F23,23,2006-07-30 02:57:39,Fingerprint
F23,23,2006-07-30 11:05:40,Fingerprint
F23,24,2006-07-30 02:56:40,Fingerprint
F23,24,2006-07-30 11:12:39,Fingerprint
F23,25,2006-07-30 02:49:39,Fingerprint
F23,25,2006-07-30 11:03:40,Fingerprint
F23,23,2006-07-30 02:54:40,Fingerprint
F23,23,2006-07-30 11:18:40,Fingerprint
F23,25,2006-07-30 02:58:40,Fingerprint
F23,25,2006-07-30 11:08:39,Fingerprint
F23,24,2006-07-30 03:15:40,Fingerprint
F23,24,2006-07-30 07:26:40,Fingerprint
F23,23,2006-07-30 02:57:39,Fingerprint
F23,23,2006-07-30 11:08:39,Fingerprint
F23,24,2006-07-30 02:56:40,Fingerprint
F23,24,2006-07-30 11:17:40,Fingerprint
F23,25,2006-07-30 02:56:40,Fingerprint
F23,25,2006-07-30 11:12:39,Fingerprint
F23,23,2006-07-31 02:57:39,Fingerprint
F23,23,2006-07-31 11:02:40,Fingerprint
F23,24,2006-07-31 02:56:40,Fingerprint
F23,24,2006-07-31 11:09:40,Fingerprint
F23,25,2006-07-31 02:51:39,Fingerprint
F23,25,2006-07-31 11:13:40,Fingerprint
F23,23,2006-07-31 03:02:40,Fingerprint
F23,23,2006-07-31 07:27:39,Fingerprint
F23,25,2006-07-31 02:53:39,Fingerprint
F23,25,2006-07-31 11:02:40,Fingerprint
F23,24,2006-07-31 03:41:40,Fingerprint
F23,24,2006-07-31 11:07:40,Fingerprint
F23,23,2006-07-31 02:50:40,Fingerprint
F23,23,2006-07-31 11:05:40,Fingerprint
F23,24,2006-07-31 03:05:40,Fingerprint
F23,24,2006-07-31 07:19:39,Fingerprint
F23,25,2006-07-31 03:08:39,Fingerprint
F23,25,2006-07-31 07:13:40,Fingerprint
